@context,@type,name,description,image,url
https://schema.org,Thing,Helix,First institutional-grade RWA DeFi protocol leveraging Big-data & AI to connect on-chain investors to sustainable & uncorrelated yields from real-world private credit borrowers.,https://cdn.prod.website-files.com/637cb31f3009a417a93f050d/6385a76ad127c3a293e8e19b_helix-logo.svg,https://helixfinance.io/
https://schema.org,Thing,KRNL,"KRNL makes smart contracts wise by giving them limitless functions. Choose any function, called a kernel, and integrate it directly into your smart contracts.",https://pbs.twimg.com/profile_images/1817829587893784576/o8q-sGV__400x400.jpg,https://www.krnl.xyz/
https://schema.org,Thing,Monad,"Monad is a decentralized, developer-forward Layer 1 smart contract platform that ushers in a new paradigm of possibility through pipelined execution of Ethereum transactions.",https://cdn.prod.website-files.com/647f71a77a2f4691b4fa23a7/647f71a77a2f4691b4fa23cf_monad-horizontal-logo-inverted-rgb.svg,https://www.monad.xyz/
https://schema.org,Thing,Orb,"web3 for artists, creators, degens, and you!",https://pbs.twimg.com/profile_images/1793609285957832704/FEM00gb__400x400.jpg,https://orb.ac/
https://schema.org,Thing,OutDID.io,Identity verification for the future.  Fraud resistant.  Scalable.  Cost efficient.,https://cdn.prod.website-files.com/6491ce4d961ee8cce1b3f1e9/64971ade5de4617726229974_logo-black-filled-256x256.png,https://www.outdid.io/
https://schema.org,Thing,Plume,Plume Network is the premier RWA chain build for crypto natives.  Venture into RWA land with us while earning Plume Miles!,https://cdn.prod.website-files.com/663ca72ea13862274743163b/664c6d6153d60dae9f1eafda_Plume%20Logo%20Dark.svg,https://www.plumenetwork.xyz/
https://schema.org,Thing,Radius,Empowering Rollups Beyond Decentralization,https://www.theradius.xyz/assets/radius-77d1659d.svg,https://www.theradius.xyz/
https://schema.org,Thing,Ryzz,Experience the Future of Streaming,https://pbs.twimg.com/profile_images/1763141892412473345/6BcmZPQp_400x400.png,https://ryzz.tv/
https://schema.org,Thing,Safe,Smart Accounts to Own the Internet,https://pbs.twimg.com/profile_images/1643941027898613760/gyhYEOCE_400x400.jpg,https://safe.global/
https://schema.org,Thing,Space and Time,"Space and Time is a decentralized replacement for your blockchain indexing service, database, data warehouse, and API servers.",https://cdn.prod.website-files.com/642d91209f1e772d3740afa0/665dfee326f9f58cf64ecd9d_logo-registered-color.svg,https://www.spaceandtime.io/
https://schema.org,Thing,Airstack,A web3 data infrastructure platform offering tools for developers to build decentralized apps.,https://www.airstack.xyz/logo.svg,airstack.xyz
https://schema.org,Thing,Alliance,A web3 accelerator and community supporting blockchain startups with mentorship and resources.,https://pbs.twimg.com/profile_images/1793062264141918208/Fs4C7O-y_400x400.jpg,alliance.xyz
https://schema.org,Thing,Aptos Labs,A layer-1 blockchain focused on scalability and security for decentralized applications.,https://pbs.twimg.com/profile_images/1775336000342089728/kRK0gFTv_400x400.jpg,aptoslabs.com
https://schema.org,Thing,Catalyst Exchange,A platform for trading digital assets with a focus on liquidity and market infrastructure.,https://pbs.twimg.com/profile_images/1646943662129946636/rPVTyDA6_400x400.png,catalyst.exchange
https://schema.org,Thing,Collab Land,"A tool for managing tokenized communities, automating interactions and engagement.",https://www.collab.land/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fk5342mga%2Fproduction%2Ffa127fa14f4c783e34920e2c0642136c919b0524-500x500.png&w=64&q=75,collab.land
https://schema.org,Thing,Cookbook,A platform providing smart contract templates for building decentralized applications.,https://www.cookbook.dev/_next/image?url=%2Fimg%2Flogo.svg&w=64&q=75,cookbook.dev
https://schema.org,Thing,DAPI,A decentralized API platform offering secure data services for blockchain projects.,https://cdn.prod.website-files.com/604f90ae9dcb156896ed0d22/645d2ab8f1e90aa5a7caaf42_dapi%20logo%20black.svg,dapi.com
https://schema.org,Thing,Denormalized,A company specializing in advanced data analytics and machine learning tools.,,denormalized.io
https://schema.org,Thing,Flashbots,A research organization focused on solving Maximal Extractable Value (MEV) issues on blockchains.,https://yt3.googleusercontent.com/7gtn1q01zFsSXQEdHtisF533J7POC6Q-zsaYzfCYvQ3fS9z9R_hdv2bhwaSUL7GiXyk-PpRcHQ=s160-c-k-c0x00ffffff-no-rj,flashbots.net
https://schema.org,Thing,Huddle01,A decentralized video conferencing platform prioritizing secure and private communication.,https://pbs.twimg.com/profile_images/1812879502625660928/oJaLbLSX_400x400.jpg,huddle01.com
https://schema.org,Thing,Induced.ai,An AI-driven platform enhancing productivity through automation and machine learning.,https://pbs.twimg.com/profile_images/1772936957946953728/ftKOb4xk_400x400.jpg,induced.ai
https://schema.org,Thing,Kaito,A platform that leverages AI to deliver insights and data analysis for blockchain projects.,https://pbs.twimg.com/profile_images/1571046470744412161/lQ94WLFH_400x400.jpg,kaito.ai
https://schema.org,Thing,LI.FI,A cross-chain liquidity protocol enabling efficient asset transfers across multiple blockchains.,https://pbs.twimg.com/profile_images/1658625205835636736/Uz-X3vdC_400x400.jpg,li.fi
https://schema.org,Thing,LongHash Ventures,A blockchain venture fund and accelerator supporting innovative web3 startups.,https://cdn.prod.website-files.com/65711f4d982d7c36ae767750/65a894759a96b4844bf049eb_LHV%20Logo-p-500.png,longhash.vc
https://schema.org,Thing,Martian Wallet,"A cryptocurrency wallet designed for the Aptos blockchain, facilitating secure transactions.",https://pbs.twimg.com/profile_images/1596164591750348800/slgh620r_400x400.jpg,martianwallet.xyz
https://schema.org,Thing,M-Safe,"A secure, decentralized multi-signature wallet solution for managing digital assets.",https://pbs.twimg.com/profile_images/1676658353915990016/Kb54mb7L_400x400.jpg,m-safe.io
https://schema.org,Thing,Narya.ai,An AI-powered investment platform focusing on data-driven decision-making in venture capital.,https://pbs.twimg.com/profile_images/1704021055864758272/C28dwSJ8_400x400.jpg,narya.ai
https://schema.org,Thing,Node Guardians,A decentralized infrastructure provider offering node operation and staking services.,https://pbs.twimg.com/profile_images/1580475553978765312/it0yGBpU_400x400.jpg,nodeguardians.io
https://schema.org,Thing,Notifi Network,"A communication layer for web3 projects, enabling cross-platform notifications and messaging.",https://pbs.twimg.com/profile_images/1575572783513444353/MUtcEwyh_400x400.jpg,notifi.network
https://schema.org,Thing,OP3N,"A platform that combines blockchain with social media, enabling creators to own and monetize content.",https://www.opensuperapp.shop/images/sub-header-logo-web.png,op3n.world
https://schema.org,Thing,Ora,A platform for real-time data collaboration and automation using AI to streamline workflows.,,ora.so
https://schema.org,Thing,The Radius,A platform focusing on blockchain-based real estate investment opportunities.,https://pbs.twimg.com/profile_images/1722546165051424768/cN9F-Kr2_400x400.jpg,theradius.xyz
https://schema.org,Thing,Gnosis Safe,A multi-signature wallet designed for managing digital assets securely on Ethereum.,https://pbs.twimg.com/profile_images/1643941027898613760/gyhYEOCE_400x400.jpg,gnosis-safe.io
https://schema.org,Thing,SafePal,A hardware wallet and software suite for secure management of cryptocurrencies.,https://pbs.twimg.com/profile_images/1676254262505123840/NhRRmBnl_400x400.png,safepal.com
https://schema.org,Thing,Salsa,A web3 CRM platform designed to help projects manage relationships with stakeholders.,,salsa.me
https://schema.org,Thing,Stackr Labs,A blockchain infrastructure provider offering solutions for decentralized finance (DeFi).,https://pbs.twimg.com/profile_images/1645250976016748547/85_efB6s_400x400.jpg,stackrlabs.xyz
